gender,event,medal,athlete,abb,country,grp_id,type,year,guide,ISOnumeric
Men,Teams L4,Gold,KNABE Manfred,FRG,FR Germany,2.0,Wheelchair Tennis,1984,,-1
Men,Teams L4,Gold,TOLLWERTH Dieter,FRG,FR Germany,3.0,Wheelchair Tennis,1984,,-1
Men,Teams L5,Gold,BECK Rudolf,FRG,FR Germany,1.0,Wheelchair Tennis,1984,,-1
Men,Teams L5,Gold,HULLERUM Peter,FRG,FR Germany,2.0,Wheelchair Tennis,1984,,-1
Men,Teams L5,Gold,KOLLER Manfred,FRG,FR Germany,3.0,Wheelchair Tennis,1984,,-1
Men,Teams L5,Silver,DIMITRYEVIC Svetislav,YUG,Yugoslavia,1.0,Wheelchair Tennis,1984,,-1
Men,Teams L5,Silver,SIMONIC Franc,YUG,Yugoslavia,2.0,Wheelchair Tennis,1984,,-1
Men,Singles 4,Gold,KREIDEL Thomas,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles 4,Silver,SCHMIDT Peter,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles 1B,Silver,HASSLER Bruno,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles 1C,Gold,EMMEL Manfred,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles 1C,Silver,JAKSCH Rudolf,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles 1A-4,Bronze,VELROYEN Herbert,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT2,Silver,VELROYEN Herbert,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT3,Gold,KURFESS Thomas,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT3,Silver,SCHMIDT Rainer,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT3,Bronze,WELTING Stephan,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT4,Bronze,MUELLER Klaus,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT5,Bronze,HORSCH Wolfgang,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT7,Gold,KOLLER Manfred,FRG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT7,Silver,DIMITRIJEVIC Svetislav,YUG,,,Wheelchair Tennis,1988,,-1
Men,Singles TT open,Silver,KNABE Manfred,FRG,,,Wheelchair Tennis,1988,,-1
Women,Singles 2,Silver,LAMSBACH Ruth,FRG,,,Wheelchair Tennis,1988,,-1
Women,Singles 3,Gold,WENINGER Christiane,FRG,,,Wheelchair Tennis,1988,,-1
Women,Singles 4,Silver,SIKORA Monika,FRG,,,Wheelchair Tennis,1988,,-1
Women,Singles 2-4,Bronze,WENINGER Christiane,FRG,,,Wheelchair Tennis,1988,,-1
Women,Singles TT7,Bronze,BAUER Birgit,FRG,,,Wheelchair Tennis,1988,,-1
Men,Teams TT2,Bronze,REHDER Hans Jurgen,FRG,FR Germany,1.0,Wheelchair Tennis,1988,,-1
Men,Teams TT2,Bronze,VELROYEN Herbert,FRG,FR Germany,2.0,Wheelchair Tennis,1988,,-1
Men,Teams TT5,Gold,HORSCH Wolfgang,FRG,FR Germany,1.0,Wheelchair Tennis,1988,,-1
Men,Teams TT5,Gold,SCHMITT Thomas,FRG,FR Germany,2.0,Wheelchair Tennis,1988,,-1
Men,Teams TT7,Gold,KOLLER Manfred,FRG,FR Germany,1.0,Wheelchair Tennis,1988,,-1
Men,Teams TT7,Gold,VAHLE Markus,FRG,FR Germany,2.0,Wheelchair Tennis,1988,,-1
Men,Singles 3,Bronze,KESLER Zlatko,IPP,,,Wheelchair Tennis,1992,,-1
Men,Singles 3,Gold,KESLER Zlatko,YUG,,,Wheelchair Tennis,1996,,-1
Men,Singles 3,Silver,KESLER Zlatko,YUG,,,Wheelchair Tennis,2000,,-1
Men,Singles 3,Bronze,KESLER Zlatko,SCG,,,Wheelchair Tennis,2004,,-1
Men,Standing Volleyball,Gold,DURRER Rudolf,FRG,FR Germany,1.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,GIEBEL Josef,FRG,FR Germany,2.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,HEINRICH Bernd,FRG,FR Germany,3.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,KOHL Manfred,FRG,FR Germany,4.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,KRUSKA Thomas,FRG,FR Germany,5.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,PROBST Anton,FRG,FR Germany,6.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,QUADE Karl,FRG,FR Germany,7.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,SCHIETERING Rudolf,FRG,FR Germany,8.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,SOICKE Siegmund,FRG,FR Germany,9.0,Volleyball,1988,,-1
Men,Standing Volleyball,Gold,WEISSENFELS Josef,FRG,FR Germany,10.0,Volleyball,1988,,-1
Men,Standing Volleyball,Bronze,BANAS Peter,TCH,Czechoslovakia,1.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,CSADER Michal,TCH,Czechoslovakia,2.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,DAMAJKA Peter,TCH,Czechoslovakia,3.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,KULAS Milan,TCH,Czechoslovakia,4.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,MIHALCO Josef,TCH,Czechoslovakia,5.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,MORAVCIK Peter,TCH,Czechoslovakia,6.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,MOURECEK Jaromir,TCH,Czechoslovakia,7.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,NOVOSAD Lubomir,TCH,Czechoslovakia,8.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,PINKAVA Jaromir,TCH,Czechoslovakia,9.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,SVOBODA Zdenek,TCH,Czechoslovakia,10.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,TRTIK Frantisek,TCH,Czechoslovakia,11.0,Volleyball,1992,,-1
Men,Standing Volleyball,Bronze,VYTISK Ladislav,TCH,Czechoslovakia,12.0,Volleyball,1992,,-1
